Row,volume,FA,E1,E2,E3
SUPERIOR PARIETAL left,9545.22391972707,0.444939255714417,0.00111528718844056,0.000695394992362708,0.000414789537899196
CINGULATE  left,5886.74944440889,0.351462990045547,0.00103432033210993,0.000711968052200973,0.000496331951580942
SUPERIOR FRONTAL  left,13398.3141506395,0.402030318975449,0.00112080061808228,0.00075507746078074,0.000464320561150089
MIDDLE FRONTAL  left,9241.98541682441,0.38042226433754,0.00109316292218864,0.0007249919581227,0.000488364021293819
INFERIOR FRONTAL  left,9595.00934557676,0.424277693033218,0.0011301530757919,0.000742414616979659,0.00044138781959191
PRECENTRAL  left,12040.5298092843,0.438461124897003,0.00112539948895574,0.00070329406298697,0.000427307095378637
POSTCENTRAL  left,6040.63166976248,0.385601609945297,0.00100741756614298,0.000676354975439608,0.000443419412476942
ANGULAR  left,3183.24995584386,0.411898612976074,0.0010896367020905,0.000695713388267905,0.000443266879301518
PRE-CUNEUS left,2023.09866861925,0.36621481180191,0.000940900412388146,0.000642801984213293,0.000436901464127004
CUNEUS left,2876.99415440486,0.385516345500946,0.00102779932785779,0.000646694912575185,0.000469528458779678
LINGUAL  left,4064.30112845657,0.390048831701279,0.00109212240204215,0.000701797951478511,0.000476396613521501
FUSIFORM  left,5345.14435713498,0.360038638114929,0.0010673605138436,0.000740035378839821,0.000499428249895573
PARAHIPPOCAMPAL  left,185.563859985211,0.392837405204773,0.00105207809247077,0.000718566647265106,0.000484235497424379
SUPERIOR OCCIPITAL  left,1540.33090280407,0.460301786661148,0.00109128828626126,0.000657192489597946,0.000393096008338034
INFERIOR OCCIPITAL left,1645.93635157614,0.369266033172607,0.00104912032838911,0.000700028613209724,0.00048187337233685
MIDDLE OCCIPITAL left,5031.34530935511,0.374238163232803,0.00105009414255619,0.000699725467711687,0.000477052148198709
ENTORHINAL AREA left,153.88222535359,0.334976881742477,0.000945380132179707,0.000649676832836121,0.000489676953293383
SUPERIOR TEMPORAL left,7348.63058526799,0.379282802343369,0.00111124501563609,0.000756914727389812,0.000494307372719049
INFERIOR TEMPORAL left,3240.57862803442,0.385255873203278,0.00117133115418255,0.000793938408605754,0.000513805716764182
