Row,volume,FA,E1,E2,E3
SUPERIOR PARIETAL left,9788.11645190284,0.452781647443771,0.00107433693483472,0.000634757976513356,0.000399233191274107
CINGULATE  left,6461.54481558259,0.348121821880341,0.0010200017131865,0.000695023976732045,0.000495649583172053
SUPERIOR FRONTAL  left,14985.4131807569,0.397786378860474,0.00109726644586772,0.000727871083654463,0.000464502052636817
MIDDLE FRONTAL  left,10439.8529357533,0.377151995897293,0.00110215658787638,0.000718097318895161,0.000500156544148922
INFERIOR FRONTAL  left,9730.78777971229,0.421507149934769,0.00114369625225663,0.000716487818863243,0.000462319498183206
PRECENTRAL  left,12726.9652263028,0.427299737930298,0.00106829183641821,0.000671367219183594,0.000417206931160763
POSTCENTRAL  left,6908.10499896164,0.388181984424591,0.00100628985092044,0.000650696980301291,0.000442020012997091
ANGULAR  left,2781.94925050999,0.419034361839294,0.00107951066456735,0.000655306386761367,0.000437223556218669
PRE-CUNEUS left,2134.73871446401,0.350922495126724,0.000933969393372536,0.000618330552242696,0.000454506458481774
CUNEUS left,3564.93822069149,0.389955550432205,0.00105238356627524,0.000673138129059225,0.000460950832348317
LINGUAL  left,3982.83406797526,0.388393223285675,0.00110526289790869,0.00070534466067329,0.000486393109895289
FUSIFORM  left,5434.15466395716,0.3636853992939,0.00103823200333863,0.000718667230103165,0.000483550713397563
PARAHIPPOCAMPAL  left,197.633054130591,0.343859255313873,0.00108106317929924,0.000745304976589978,0.000547798408661038
SUPERIOR OCCIPITAL  left,1676.10933693959,0.427590012550354,0.00109532882925123,0.000662571284919977,0.000438147631939501
INFERIOR OCCIPITAL left,1837.53480863404,0.373274773359299,0.00106820405926555,0.000716485490556806,0.000483215058920905
MIDDLE OCCIPITAL left,5321.00596884422,0.379582911729813,0.00106463057454675,0.000690258922986686,0.000480298156617209
ENTORHINAL AREA left,389.231511188491,0.302608639001846,0.00106832187157124,0.000787556637078524,0.000578398874495178
SUPERIOR TEMPORAL left,9015.68802659855,0.376069843769073,0.00110106414649636,0.000761655275709927,0.000488745979964733
INFERIOR TEMPORAL left,2207.15387933629,0.366584628820419,0.00118455267511308,0.000787019554991275,0.000552524055819958
MIDDLE TEMPORAL left,7914.37406083266,0.380941540002823,0.00113413785584271,0.000739341310691088,0.000510657788254321
LATERAL FRONTO-ORBITAL left,2787.98384758268,0.380831778049469,0.00116233166772872,0.000745801953598857,0.000526294345036149
MIDDLE FRONTO-ORBITAL left,1212.95401161065,0.34375125169754,0.00112869357690215,0.00081955234054476,0.000548706506378949
SUPRAMARGINAL left,4382.62612404096,0.378461599349976,0.00107554194983095,0.000696829869411886,0.000485182274132967
RECTUSleft,1306.49026623734,0.354143649339676,0.0011112691136077,0.000799011439085007,0.000522609858307987
INSULA left,8365.46019201622,0.18805667757988,0.00107143889181316,0.000882284017279744,0.000748808088246733
AMYGDALA left,1986.89108618311,0.213385254144669,0.0010604215785861,0.000854357145726681,0.000696723174769431
HIPPOCAMPUS left,4506.3353640311,0.219464257359505,0.00116468453779817,0.000928034074604511,0.000758746464271098
CEREBELLUM left,51526.4071051618,0.238366797566414,0.000987792038358748,0.000752104737330228,0.000632639159448445
CorticospinalTract left,1291.40377355561,0.535314917564392,0.00127291039098054,0.000637417077086866,0.000390745408367366
InferiorCerebellarPeduncle left,517.466698983149,0.539164066314697,0.0013096216134727,0.000659928657114506,0.00039792904863134
MedialLemniscus left,974.587427239401,0.541206657886505,0.00130371830891818,0.000678508135024458,0.000393006979720667
SuperiorCerebellarPeduncle left,748.290037013534,0.586816072463989,0.00169154198374599,0.000729121151380241,0.000479123409604654
CerebralPeduncle left,1493.56277549072,0.669721245765686,0.00164053682237864,0.000576651422306895,0.000370760564692318
AnteriorLimbInternalCapsule left,2065.34084812808,0.584829747676849,0.00130079826340079,0.000640551093965769,0.000318720936775208
PosteriorLimbInternalCapsule left,3418.59924167877,0.647167861461639,0.00136460911016911,0.00053358927834779,0.000289540999801829
PosteriorThalamicRadiation left,13146.3697228547,0.527584135532379,0.00128735147882253,0.000645475462079048,0.000398094125557691
AnteriorCoronaRadiata left,10708.392505488,0.428769737482071,0.00119693798478693,0.000731758307665586,0.000478139030747116
SuperiorCoronaRadiata left,11708.6269702864,0.47617769241333,0.00112417445052415,0.000660987454466522,0.00038679110002704
