Row,volume,FA,E1,E2,E3
SUPERIOR PARIETAL left,8962.88530221251,0.444362968206406,0.00110487220808864,0.000669472909066826,0.000420330034103245
CINGULATE  left,6819.09469213946,0.349154710769653,0.00103093183133751,0.000724252604413778,0.000498068344313651
SUPERIOR FRONTAL  left,15395.7657816998,0.383884787559509,0.00112634245306253,0.000768186524510384,0.000496161985211074
MIDDLE FRONTAL  left,9192.19999097472,0.376835197210312,0.00110801414120942,0.000744211836718023,0.000498818990308791
INFERIOR FRONTAL  left,10442.8702342897,0.420606911182404,0.00117011263500899,0.000733565713744611,0.000475092005217448
PRECENTRAL  left,12462.9516043726,0.433384418487549,0.00111090869177133,0.000699277734383941,0.000425148813519627
POSTCENTRAL  left,5935.02622099041,0.427793979644775,0.000964961480349302,0.000613358221016824,0.000394691043766215
ANGULAR  left,2611.47188320651,0.422049909830093,0.0010747000342235,0.000630611029919237,0.000437180598964915
PRE-CUNEUS left,2315.77662664471,0.348072081804276,0.00102249544579536,0.000698887335602194,0.00049951410619542
CUNEUS left,2294.65553689029,0.382482439279556,0.00101614836603403,0.000644229410681874,0.000467307720100507
LINGUAL  left,3325.06298705207,0.368439555168152,0.00106819136999547,0.000717353017535061,0.000493655388709158
FUSIFORM  left,5580.49364296988,0.352880090475082,0.00100704038050026,0.000704460428096354,0.000484829914057627
PARAHIPPOCAMPAL  left,156.899523889935,0.341906279325485,0.000935197866056114,0.000661215977743268,0.000471447739982978
SUPERIOR OCCIPITAL  left,1437.74275256834,0.40201410651207,0.00103104789741337,0.000700158183462918,0.000433221372077242
INFERIOR OCCIPITAL left,1501.10602183158,0.385322362184525,0.00101664674002677,0.000667091982904822,0.000448797742137685
MIDDLE OCCIPITAL left,4631.55325328941,0.375652074813843,0.00104797980748117,0.000684179365634918,0.000479158625239506
ENTORHINAL AREA left,345.48068241149,0.314739555120468,0.00106322730425745,0.000731940730474889,0.000564675778150558
SUPERIOR TEMPORAL left,7193.23971064623,0.378902643918991,0.00106181658338755,0.000726963044144213,0.00047387630911544
INFERIOR TEMPORAL left,3564.93822069149,0.384430348873138,0.00122303678654134,0.000807504286058247,0.000546619645319879
MIDDLE TEMPORAL left,7899.28756815093,0.382084846496582,0.00115434161853045,0.000766291166655719,0.000516168714966625
LATERAL FRONTO-ORBITAL left,2718.58598124675,0.38464629650116,0.00110834324732423,0.000717924966011196,0.00049326109001413
MIDDLE FRONTO-ORBITAL left,974.587427239401,0.343544811010361,0.00114928127732128,0.000811171834357083,0.000564378977287561
SUPRAMARGINAL left,4909.14471863314,0.389401227235794,0.0010643812129274,0.000695589347742498,0.000467339035822079
RECTUSleft,1375.88813257327,0.335755109786987,0.00108578300569206,0.000810753379482776,0.000532503938302398
INSULA left,8780.33874076364,0.160305142402649,0.00119456893298775,0.0010213014902547,0.000894971133675426
AMYGDALA left,2146.80790860939,0.217716217041016,0.00105837942101061,0.0008383221575059,0.00069873797474429
HIPPOCAMPUS left,5127.89886251815,0.193902298808098,0.00117857963778079,0.000961298705078661,0.000812214624602348
CEREBELLUM left,51543.0022471117,0.231637075543404,0.00100243370980024,0.000773841980844736,0.00065211794571951
CorticospinalTract left,1267.26538526486,0.531047463417053,0.00129040342289954,0.000637375749647617,0.000404146761866286
InferiorCerebellarPeduncle left,423.930444356458,0.589441001415253,0.00134553445968777,0.00062087521655485,0.000378124910639599
MedialLemniscus left,814.670604813121,0.57368016242981,0.00139728980138898,0.000633427174761891,0.000423299410613254
SuperiorCerebellarPeduncle left,891.611717489916,0.546570301055908,0.00168766232673079,0.000824075017590076,0.000584402354434133
CerebralPeduncle left,1689.68718035314,0.695150673389435,0.00171956373378634,0.000586341426242143,0.000351717550074682
AnteriorLimbInternalCapsule left,2232.80091689522,0.577195346355438,0.0013507466064766,0.000616738339886069,0.000366891239536926
PosteriorLimbInternalCapsule left,3356.7446216837,0.630580008029938,0.00138197629712522,0.000569375755731016,0.000308675575070083
PosteriorThalamicRadiation left,11237.9283986166,0.516190469264984,0.00130472122691572,0.000655638170428574,0.000424973026383668
AnteriorCoronaRadiata left,11480.8209307923,0.439712107181549,0.00127820181660354,0.000750420964322984,0.000502259004861116
SuperiorCoronaRadiata left,12251.7407068284,0.485326379537582,0.0011782986111939,0.000656211224850267,0.000404335325583816
PosteriorCoronaRadiata left,6161.32361121627,0.457288533449173,0.00116206309758127,0.00067418918479234,0.000434252084232867
Cingulum left,3563.42957142332,0.490471124649048,0.00128083385061473,0.000689025095198303,0.000435908528743312
CingulumHippocampal left,1766.62829302994,0.451441615819931,0.0012220642529428,0.000687918800394982,0.000477482419228181
FornixStriaTerminalis left,1232.56645209689,0.528882443904877,0.00141172984149307,0.000695630966220051,0.000453636341262609
SuperiorLongitudinalFasciculus left,7249.05973356861,0.44312858581543,0.00113495497498661,0.00070975098060444,0.000427255872637033
SuperiorFronto-occipitalFasciculus left,140.304381940038,0.428533017635345,0.00116896105464548,0.000680597964674234,0.000475181237561628
InferiorFronto-occipitalFasciculus left,2463.62425492561,0.444561928510666,0.00127343274652958,0.000762428913731128,0.000493126804940403
SagittalStratum left,5740.41046539616,0.510446667671204,0.00129362742882222,0.000700213015079498,0.00041596035589464
ExternalCapsule left,3519.67874264632,0.403446584939957,0.00115625385660678,0.000750296108890325,0.000487211596919224
UncinateFasciculus left,1419.63896135027,0.406874746084213,0.0012648415286094,0.000750008272007108,0.000553390535060316
PontineCrossingTract left,1047.00259211168,0.457474231719971,0.00122730189468712,0.000716953538358212,0.00047561718383804
MiddleCerebellarPeduncle left,6177.91875316617,0.510808408260345,0.00123246770817786,0.000645806547254324,0.000393229827750474
Fornix  left,141.81303120821,0.403213262557983,0.00237329630181193,0.0013792309910059,0.00116225751116872
GenuCorpusCallosum left,2787.98384758268,0.636152327060699,0.00179364590439945,0.000652633141726255,0.000455952133052051
BodyCorpusCallosum left,4124.64709918347,0.595335006713867,0.00167510961182415,0.000653590832371265,0.000474610773380846
SpleniumCorpusCallosum left,4898.58417375594,0.618822872638702,0.00162349583115429,0.000610773102380335,0.000431677413871512
RetrolenticularInternalCapsule left,1861.6731969248,0.548433065414429,0.00135253206826746,0.000638963130768389,0.000410969252698123
Red Nucleus left,60.3459707268979,0.311787039041519,0.000981584074907005,0.000704892678186297,0.000515153456944972
Substancia Nigra left,158.408173158107,0.52263993024826,0.00120244058780372,0.000642171245999634,0.000365885120118037
TapatumLeft,434.490989233665,0.495776176452637,0.00145824509672821,0.000809984339866787,0.000584049965254962
CAUDATE NUCLEUS left,4261.93418258716,0.237571850419044,0.000970301451161504,0.000752135121729225,0.000609186885412782
PUTAMEN left,4465.60183379044,0.202649191021919,0.000918929814361036,0.000750504317693412,0.000613095355220139
THALAMUS left,8579.68838809671,0.36683776974678,0.0011457153595984,0.000781554146669805,0.000537234009243548
GLOBUS PALLIDUS left,1225.02320575603,0.371396899223328,0.00112015183549374,0.000797631393652409,0.000507192336954176
MIDBRAIN left,2851.34711684593,0.422676354646683,0.00120302499271929,0.000763694755733013,0.000500483612995595
Reticular formation left,187.072509253383,0.225758418440819,0.000954898947384208,0.000762727693654597,0.000609713664744049
MEDULLA left,1641.41040377162,0.462592661380768,0.001328882179223,0.000727684702724218,0.000545927265193313
SUPERIOR PARIETAL  right,9130.34537097965,0.457703948020935,0.00111649394966662,0.000641602382529527,0.000420153199229389
CINGULATE  right,3768.60587189477,0.328997313976288,0.00104615150485188,0.00073668296681717,0.000533546146471053
SUPERIOR FRONTAL  right,13135.8091779775,0.376796066761017,0.00114750710781664,0.000792398059275001,0.000513136445078999
MIDDLE FRONTAL  right,12541.4013663176,0.382608264684677,0.0011128158075735,0.000746100908145308,0.000494588690344244
INFERIOR FRONTAL  right,8514.81646956529,0.415538460016251,0.0011335089802742,0.000736506888642907,0.000461235380498692
PRECENTRAL  right,13905.2203047454,0.420395731925964,0.00118440436199307,0.000740453950129449,0.000476180692203343
POSTCENTRAL  right,5049.44910057318,0.38492739200592,0.000983765814453363,0.000666183244902641,0.000445553596364334
ANGULAR  right,3871.1940221305,0.399802595376968,0.00100663944613189,0.000643196748569608,0.000433990178862587
PRE-CUNEUS right,1884.30293594739,0.338607639074326,0.000933911767788231,0.00063797616166994,0.000472375453682616
CUNEUS right,1543.34820134041,0.37252613902092,0.00101211434230208,0.000653799390420318,0.000472092418931425
LINGUAL  right,3813.86534993995,0.372434765100479,0.00107766781002283,0.000713804911356419,0.000495500396937132
FUSIFORM  right,4381.11747477279,0.341399610042572,0.00108031835407019,0.000779440335463732,0.000527006282936782
PARAHIPPOCAMPAL  right,161.425471694452,0.33349484205246,0.00102209241595119,0.000746781297493726,0.000518439977895468
SUPERIOR OCCIPITAL  right,2318.79392518105,0.412737160921097,0.00105297972913831,0.000676844094414264,0.00043594345333986
INFERIOR OCCIPITAL  right,2962.98716269069,0.406570047140121,0.00110007170587778,0.00069457502104342,0.000463434727862477
MIDDLE OCCIPITAL  right,4476.16237866765,0.375828564167023,0.00104041746817529,0.000671144749503583,0.00047860448830761
ENTORHINAL AREA right,197.633054130591,0.334031909704208,0.00106000702362508,0.000719875795766711,0.000540690496563911
SUPERIOR TEMPORAL  right,6463.05346485076,0.372999340295792,0.00111451256088912,0.000745141936931759,0.000510375073645264
INFERIOR TEMPORAL  right,4507.84401329927,0.365335732698441,0.00119108869694173,0.000821544381324202,0.0005554732051678
MIDDLE TEMPORAL  right,10447.3961820942,0.404939562082291,0.0012014388339594,0.000755216053221375,0.000509057135786861
