 SFG_L 	460.0266	459.742	459.6117	459.7527	460.508	458.9122	463.7048	465.3218	466.3644	466.0346	466.0027	465.8484	472.2926	474.1755	472.0266	470.141	470.6782	468.6064	465.7207	464.2979	466.3191	466.7979	465.6436	462.7367	456.8457	450.1995	450.7713	455.2287	456.9681	458.1995	458.1436	457.6809	458.359	458.4016	461.1223	464.1649	464.6037	465.5878	465.6622	466.367	469.2128	469.7101	468.8138	467.8537	466.9415	468.0904	466.5186	466.1835	466.6809	467.5452	468.4707	467.2181	465.4867	464.5266	462.4574	463.2021	464.1569	463.3484	464.9548	468.5213	468.3777	466.617	462.0505	457.8245	455.8271	455.5745	455.5771	457.1197	458.7181	460.1436	460.5505	462.2952	462.2899	462.3138	463.8777	469.5106	467.5824	466.4681	464.4202	464.7686	465.4176	468.5505	470.9787	470.2872	470.6117	468.6888	471.1569	467.6755	466.4441	465.4894	467.5904	468.3298	466.1729	465.9574	463.5053	466.9415	467.9255	467.734	462.6463	463.9947	467.1223	463.7021	462.2686	455.6596	450.2473	447.6543	448.8378	449.8511	451.0505	452.5532	454.859	460.1782	460.4548	460.1596	459.8697	462.9947	463.5718	461.516	460.7633	462.1223	463.4867	464.3856	463.359	464.7261	466.3644	466.0505	464.9574	463.6782	463.5452	463.9761	465.1941	466.3245	466.2527	465.8431	465.4229	467.1356	468.2713	468.8989	468.9601	466.6622	467.3404	468.4867	469.3138	470.867	467.8191	465.5346	465.0585	465.1968	468.3989	467.8085	465.1303	463.109	462.3138	462.7606	461.6835	460.8138	462.1888	462.3431	464.5691	464.9176	463.1303	463.0957	461.3245	461.9468	462.7633	467.0559	466.609	466.6649	460.883	463.5771	463.0399	461.5798	460.0293	457.7766	452.7287	448.6064	448.9441	450.7048	452.7872	452.4441	456.1011	458.9016	460.0638	461.8936	461.2686	463.8032	466.2633	467.0824	464.9681	465.4096	465.2633	464.4441	463.4282	466.0984	468.3457	467.8989	464.6915	464.1197	464.8537	469.1356	469.2926	466.7447	466.3856	464.6835	463.3378	461.6915	465.1543	466.1596	465.2926	464.5053	
 SFG_R 	460.5502	459.8201	460.699	462.5225	461.0173	460.8547	463.6436	464.7889	465.1488	464.8131	464.5087	465.5744	470.2837	470.8927	469.0415	468.5087	467.4256	466.1522	463.9446	465.1315	466.1003	465.5121	464.3564	461.2699	456.4152	454.5882	454.6817	456.782	459.2976	459.2215	459.3149	458.0381	458.1869	459.4429	461.3114	463.128	464.5986	464.9827	465.3599	463.8997	466.7301	467.6574	467.3495	465.0104	465.474	465.827	465.0173	464.827	465.09	466.2976	467.609	466.0346	465.2076	463.7543	463.7612	463.0138	464.699	464.6574	466.1869	469.2491	466.7336	465.3806	462.4394	458.0796	457.1799	457.1142	457.391	458.7855	460.6159	460.9273	461.1419	461.8962	462.1938	462.4291	463.8097	466.346	464.8927	464.8062	463.737	464.3529	465.09	467.4498	468.7612	467.5709	467.2457	467.0415	467.7716	465.7197	466.5675	466.09	467.7266	467.6401	465.4429	464.7163	463.7716	466.0623	467.4187	467.474	463.4637	465.5294	466.2526	464.6678	462.8616	457.9204	455.0277	452.654	453.8547	453.5606	455.0934	455.782	456.9758	458.9965	460.5709	460.474	461.0035	463.1799	461.9481	462.2145	461.4602	461.7993	463.9446	464.2941	463.692	464.9066	465.4775	465.9792	464.6125	463.8201	462.5917	464.4879	464.0588	464.5882	464.6228	464.4775	465.1869	465.827	466.9827	466.6851	466.917	465.8616	467.0692	467.8997	469.2941	468.7509	466.8858	466.0554	465.5744	466.7924	467.1488	466.7059	465.0346	463.9931	464.3495	463.5087	463.2491	462.4567	463.5744	464.3702	465.7578	464.7924	463.7543	463.2941	461.5052	463.4671	464.4671	466.8858	465.3945	466.09	463.301	465.8097	462.7889	460.9896	460.5744	458.4637	455.1384	454.5052	452.9516	454.8131	456.2457	456.6263	458.4671	459.7889	459.8166	460.8131	460.6574	462.2007	464.0692	466.045	464.3287	464.6851	463.8512	465.218	464.9654	466.8028	468.5329	466.6159	465.4671	464.2664	466.0865	467.1488	467.6332	466.1834	464.9896	464.3356	462.4844	462.083	464.0138	464.1419	463.519	462.4913	
 SFG_PFC_L 	562.5202	564.0925	565.0723	563.9769	562.0636	560.9942	564.7139	565.3439	566.3179	567.9711	567.3555	570.1272	574.9335	575.9538	573.9884	573.2486	573.211	572.2486	568.7803	570.5954	569.6908	568.3699	568.526	566.3728	559.1474	551.1474	553.9538	558.3757	558.7543	560.8208	560.9017	561.0723	561.1821	559.526	561.4566	562.0173	565.2514	568.052	566.922	565.9191	567.9855	569.7803	569.3324	568.2399	565.7052	565.2977	564.4682	565.6821	564.6792	567.3208	567.0636	567.8064	564.3006	563.3092	562.7023	562.5318	561.896	560.8902	565.6763	569.3844	568.1301	566.7168	564.9624	560.1936	560.078	559.6618	561.3815	561.3555	564.1358	562.9538	561.6012	562.922	561.9422	562.4422	567.0809	567.4509	568.1156	565.8179	566.2197	566.6301	568.3353	570.2861	569.7832	568.7803	567.6474	568.341	569.7457	568.052	566.841	566.6243	566.6792	567.4913	564.5434	564.4017	565.5434	566.0029	569.0838	566.5751	562.922	566.0896	566.5376	565.5925	563.1763	557.841	552.4855	551.1069	553.1214	553.5173	556.3237	556.2312	558.3931	560.9017	560.6358	558.3555	557.4971	559.1503	560.0202	557.9422	558.5809	559.2023	559.6329	562.7948	561.763	563.1763	561.6445	561.3006	561.9075	560.5665	561.1763	560.7832	562.2283	561.7514	560.5549	560.4277	560.9046	562.604	563.7399	564.6705	562.9711	562.5462	562.5925	564.4277	564.8295	566.5289	564.8902	563.7254	564.9335	564.3844	564.5694	563.526	558.5838	560.2312	559.9075	560.8439	561.5231	560.7601	561.6503	561.8497	563.8757	563.3757	560.3121	560.1705	557.0809	557.7052	559.3497	562.4798	563.659	561.2283	557.9451	560.3671	557.5058	558.3468	556.974	558.5029	552.7486	549.815	549.9855	552.7688	553.8757	552.9942	557.0925	558.4075	560.1098	559.0202	559.5896	560.8353	562.9971	562.422	563.6879	562.815	565.5029	563.5491	563.789	565.8844	567.3179	565.5087	565	564.1734	566.1012	566.2746	564.448	564.7746	564.3642	562.7283	562.2399	561.4538	563.5202	563.3179	563.3699	561.5145	
 SFG_PFC_R 	546.8919	548.5465	548.3393	548.6336	547.1592	547.8649	549.5916	550.9189	550.8348	551.5946	553.1291	553.7808	558.5526	559.2372	556.6757	556.2492	555.7568	554.9039	552.2012	556.7898	556.4865	554.5556	554.6066	551.5886	545.3604	539.0751	539.0691	540.2072	543.3544	545.7207	547.7417	545.6126	545.8438	545.6757	547.4715	549.8018	550.9489	553.1411	552.0541	552.6817	552.8559	553.6486	553.979	552.8198	550.7117	551.6847	550.8318	549.6697	553.7868	553.9039	551.8859	551.4024	549.3273	548.5405	550.0541	549.0721	550.6727	550.4384	553.1291	555.5255	552.5225	552.1982	549.6967	545.4054	545.7508	545.5405	546.3514	547.4054	548.6517	548.048	547.6066	547.979	548.4024	548.3754	550.2673	550.006	550.2823	549.1111	548.6006	549.6727	553.045	553.9369	553.4505	553.1592	552.8078	554.1832	552.8589	553.4895	552.3393	554.3634	552.2342	552.4715	548.8348	550.4324	550.6156	551.5916	554.2553	554.1201	550.5315	554.9459	553.6757	552.1532	550.2973	544.1592	541.009	538.6577	540.1562	540.6757	541.3664	543.4114	545.5345	546.6006	546.7718	547.8769	546.1682	544.5826	546.4174	543.033	544.5856	544.0571	545.9399	547.6907	546.9129	548.0901	548.3604	546.8018	547.6276	545.7357	547.1682	546.6126	548.8739	547.5796	546.5195	545.7868	547.4625	547.8318	550.1802	549.7568	550.2943	549.2583	547.7147	552.5826	552.9099	552.1802	550.039	549.2162	551.006	552.5375	550.9069	550.0661	545.5195	546.2943	546.9369	548.1201	549.1411	547.2012	548.1502	549.2132	550.9189	549.7748	545.4354	544.7688	542.9159	543.8498	546.0661	548.1772	549.5045	545.8348	546.7267	549.9009	548.033	547.0511	544.8709	543.1862	537.5796	536.6877	536.8709	539.2703	539.7868	539.0901	540.3784	542.9249	542.7658	542.6336	542.6817	543.997	547.4294	545.991	546.033	545.8649	546.3213	547.5796	547.6997	551.045	550.9219	550.012	548.2733	549.0631	547.9489	547.5435	546.3213	546.7958	545.8949	545.7057	542.1862	543.4324	544.9489	546.3453	544.4294	543.0841	
 SFG_pole_L 	490.9765	494.3529	496.6235	495.1765	494.3294	494.9882	493.5294	498.0824	497.4	499.9529	500.2235	497.7882	502.4471	504.3059	505.5765	502.0235	503.4824	502.0235	496.8941	497.4706	498.2588	495.8706	496.6	496.5294	491.7529	485.9294	485.1529	486.5294	487.7882	489.0824	490.3294	490.9059	490.9882	488.4941	489.2353	491.3176	493.0118	496.9294	495.6706	498.2706	495.6118	496.9294	498.3529	497.3176	495.0235	493.5176	494.4235	494.1765	499.3529	497.5765	496.3882	496.8	494.5059	495.2	495.7765	495.8706	495.9529	494.6353	495.5294	498.0588	500.4588	497.9176	496.2353	493.6353	493.3059	493.1529	492.3765	493.6	495.0941	493.9765	493.0588	496.8471	494.6353	496.9294	498.2	498.3882	499.7412	496.0471	497.1882	496.9765	500.0941	499.0471	498.7765	497.0235	498.0588	500.0706	498.6941	498.8118	497.4824	500.3176	499.4471	500.2118	496.6824	496.7765	495.1529	497.2941	498.6	497.8471	494.4588	496.6824	499.8353	493.9176	494.5882	491.6118	488.0588	486.1529	487.9059	487.3529	489.5765	489.7529	491.2353	494.2235	495.2824	492.4	493.1882	491.9647	493.2824	490.8118	491.7059	491.1529	492.4824	494.4706	494.7529	497.0706	497.2588	497.3529	498.0706	496.4706	496.6	495.7529	498.2941	498.3294	498.5059	496.8588	494.9529	498.8941	501	498.6706	499.0235	499.2353	497.2588	498.0706	497.2706	498.4118	494.8706	495.2235	498.0235	499.5647	496.6824	495.2706	491.7176	492.7882	493.9765	495.9882	495.1765	494.9176	495.7176	494.6235	495.2	496.1059	489.7412	490.5647	491.4588	493.4353	494.6118	497.0706	499	493.1647	492.2706	492.2235	494.9294	491.8706	490.1294	494.4706	489.6824	488	485.2941	489.1412	490.4235	489.5294	493.7647	495.5059	496.4353	496.3176	495.1059	496.1059	497.0588	496.6941	499.2235	497.1176	498.2706	500.1647	499.1294	500.2941	499.2941	500.2824	499.2353	498.9176	497.6706	500.1059	496.4824	497.8824	495.6	494.7765	495.4941	497.6706	495.7412	497.5294	495.6	495.5412	
 SFG_pole_R 	468.3971	469.5294	471.8382	471.2132	470.75	469.7206	472.9044	474.0588	475.2574	477.3088	475.6765	475.4853	481.1691	482.9044	480.4706	480.6691	478.1397	477.1544	474.7206	472.875	473.3971	471.8309	472.8529	472.6176	466.7794	461.5294	463.7279	463.0515	464.3529	466.125	465.8235	467.3456	466.1397	465.4632	467.3309	469.7132	471.9265	475.0662	474.4044	477.5809	473.2868	474.125	475.4559	473.3456	472.0441	471.75	470.2059	470.7206	474.3015	474.6544	474.7279	475.3162	472.3824	473.5368	472.8824	472.7794	474.75	472.1838	475.3603	477.5588	477.8676	474.6324	474.0294	470.3603	469.9559	467.8824	468.4265	469.1765	470.9265	469.9632	472.0294	473.1176	471.6324	471.2721	473.9559	473.9559	475.4191	471.7794	472.3382	473.3456	474.6471	474.1765	474.8015	473.875	474.1691	475.5147	475.1691	474.3676	473.9853	474.6103	475.1912	475.1838	472.7059	472.4779	473.0882	472.8088	475.2426	475.8897	470.8456	472.9044	469.1838	472.1324	470.3382	467.5221	463.0515	462.9485	461.5735	462.3824	463.9485	466.5882	465.5662	468.2721	468.2647	471.1176	469.4118	468.1544	469.8676	467.4559	468.3456	468.6765	470.0662	472.1765	471.2059	472.8309	473.8088	473.2647	472.8015	472.0515	472.1103	472.6912	473.6691	475.0735	474.1691	472.8529	472.5662	475.3971	476.7206	476.8529	475.1176	475.9118	474.7721	475.9632	476.8088	476.3603	473.7353	473.0588	474.3971	476.6397	474.7794	474.4265	470.7868	472.375	471.7059	473.6471	473.7647	472.5074	472.8897	473.5809	471.5221	471.7426	469.2574	469.7721	468.1765	469.4632	471.5882	472.0221	474.0515	470.4779	471.6544	472.7059	471.6765	470.6176	469.2868	469.6471	464.1029	461.3456	459.8382	462.5074	464.3088	463.8162	468.7868	468.8382	470.1103	469.2206	469.0441	470.1324	471.4191	472.2279	473.7574	473.2426	475.0882	475.3529	474.7426	477.0074	476.9338	477.3235	476.6765	475.6397	473.9485	473.4265	474.0662	475.4632	474.5588	472.8162	472.2279	471.5368	474.6176	473.9926	473.6985	472.6985	
 MFG_L 	519.6371	521.166	520.7297	520.4402	519.0888	518.5328	523.0502	523.3012	523.9266	523.1467	522.8687	522.0811	528.278	530.305	527.0154	527.5869	527.6873	527.8533	524.7181	524.3745	525.0116	524.4363	524.5985	522.4131	517.7876	511.2857	512.1622	516.2162	518.3668	517.2008	518.3861	518.9498	520.0077	521.4826	522.1737	524.4672	525.6448	526.8494	523.5405	525.4942	526.027	526.7606	526.6834	526.8108	526.6371	527.1236	525.9382	525.9266	527.0541	527.8069	527.4788	527.5058	524.834	523.3552	522.3707	522.139	523.4363	520.2973	522.3629	525.3629	522.8147	525.2973	521.6293	518.1544	516.583	516.2587	516.7992	516.4208	516.9112	517.1313	515.6409	518.0309	518.1853	517.7143	521.529	524.0888	522.888	521.4865	521.305	523.0849	524.0077	525.8494	526.8764	527.3745	527.7297	527.6448	529.1853	526.9537	524.9768	524.0656	524.2046	524.9035	522.3127	522.9151	522.1467	524.1815	524.6911	525.7568	521.6332	525.1892	524.7606	522.861	520.3282	515.8571	512.4015	511.7954	513.6641	513.4324	514.7143	514.2934	516.5367	520.1467	519.1583	521.6293	520.9498	521.8571	523.6911	521.1429	522.4517	524.5598	524.7838	524.8649	524.5869	525.7452	525.5907	524.8842	523.5135	523.0154	522.3784	522.5637	524.8417	524.5792	523.9228	523.1892	525.2124	525.2124	526.8687	526.5019	526.3552	522.6564	525.6564	528.1004	527.6525	529.4054	527.5521	528.2162	526.2162	526	526.8031	525.5753	522.278	522.2239	521.4903	521.3552	522.8842	522.5907	524.2046	524.4479	523.8571	522.2085	522.7452	522.0849	522.3861	523.8533	525.1583	527.9344	529.9653	527.2664	520.8069	522.2278	522.3745	524.5019	523.5444	521.3822	513.7297	512.6293	514.2432	514.9421	515.0618	514.3243	518.9807	522.1969	522.6757	524.2432	524.7413	526.4556	529.5598	528.3166	525.7722	523.7375	526.0656	524.5792	524.4208	527.5019	527.4517	527.2741	524.1274	525.2819	526.8533	528.8108	529.8031	529.4402	526.0888	525.6834	524.2973	523.722	525.5058	526.1892	525.8224	525.278	
 MFG_R 	499.2555	499.4637	499.858	500.8675	499.8517	500.1861	502.2681	503.0883	503.1672	502.4227	501.7603	501.8202	505.8991	507.2965	504.7129	504.6751	504.5489	504.1546	500.2839	500.0189	502.2177	503.0284	502.9842	500.1609	495.6845	492.0946	492.47	494.4385	495.1956	497.2681	497.489	496.0946	497.653	497.6278	500.9716	502.3975	503.6656	504.9495	503.0126	503.1104	504.041	504.4763	503.9842	502.8675	503.1893	504.347	504.0095	503.0158	505.2303	506.9022	506.9401	504.0536	503.2303	501.8801	502.4953	502.571	503.123	500.0158	501.4732	504.6688	501.0789	502.205	501.3628	496.0852	494.9054	493.8801	495.1609	496.2965	496.489	496.4069	496.8549	497.0252	498.3628	497.8549	499.5678	499.4132	498.5773	498.1356	498.1325	499.2492	500.7192	502.653	504.1672	504.082	503.9779	503.7886	505.0978	503.2713	503.1861	502.4132	503.1546	503.183	500.7256	501.3028	500.3849	502.1735	503.7981	504.1199	499.3407	502.3849	502.0284	500.1956	498.9054	494.9054	491.4259	490.4953	491.8833	491.1199	491.836	492.7918	494.4006	496.9937	496.4511	498.0726	497.5331	498.4953	499.8076	498.4132	500.164	501.6688	502.2776	503.612	501.3312	503.3249	502.7697	502.0946	501.3249	500.164	500.8707	500.2303	502.429	502.5899	501.5457	501.4164	501.511	502.0505	502.4164	502.2366	502.388	501.5363	503.6814	505.0347	504.8675	506.5615	504.1577	502.9148	504.6498	503.1577	503.7003	503.6404	501.5678	501.429	500.836	500.1325	501.306	499.6593	501.5331	502.041	502.0032	501.2713	499.3533	499.6656	498.3565	499.5994	501.5426	503.6151	505.6183	504.224	499.7098	501.0536	498.9748	498.6656	498.6562	496.0978	491.5521	489.489	490.0789	491.7697	493.041	492.6498	495.3817	497.3533	496.9211	497.9211	497.7161	499.7918	503.2145	502.1104	501.5047	500.8265	500.9148	501.9495	501.8517	504.3785	504.858	504.6751	500.8013	501.6404	501.8297	503.0189	503.2744	503.9117	500.6341	499.2461	497.5899	498.511	500.9054	502.2744	500.1009	499.0473	
 MFG_DPFC_L 	555.535	555.5584	557.6093	558.0212	556.8811	556.4437	559.2887	559.7898	559.4586	560.6561	558.7431	559.9724	565.4268	565.3185	563.0552	563.1996	560.2144	560.7941	558.5393	560.9384	560.983	558.6794	558.2484	554.6454	551.3907	547.3631	550.2059	552.5223	553.3079	553.0955	553.4862	553.5541	554.6433	554.3885	556.9575	558.3822	560.3142	561.4968	560.0531	560.4246	561.1231	561.8344	562.9384	560.983	559.7091	560.9915	559.8599	560.0658	562.7919	563.9363	563.9788	562.8726	560.4352	558.5202	558.087	557.1592	558.5648	558.5011	561.8896	563.121	560.4013	557.5456	555.5902	549.9724	549.603	549.4544	549.7601	550.397	551.6391	553.7134	552.2102	553.2484	551.2887	550.2038	556.8726	557.0276	555.9533	553.4926	553.4352	555.0212	557.7856	559.4565	559.8811	559.4586	558.707	558.535	560.5202	559.2059	558.4268	557.2484	558.8365	558.3546	554.7452	553.8471	553.1486	554.5966	556.2208	556.8917	554.2208	558.6879	556.6879	554.569	553.1911	548.4883	543.3418	540.38	542.896	543.2718	545.1932	544.6921	544.9406	547.0764	548.2123	550.2208	551.8662	553.0382	554.949	552.5393	553.0191	554.259	556.2866	557.4076	556.3206	557.9979	558.9066	558.2463	558.0807	555.7792	554.862	554.2675	555.1529	554.8577	555.3227	553.949	555.1316	556.4098	557.7113	557.9958	556.7898	556.0106	558.0425	560.0488	559.8238	560.2527	558.3694	556.7665	558.62	558.7367	556.9851	556.5456	554.7941	554.7389	554.3185	554.4183	555.5987	554.2803	556.3843	555.5541	553.3546	554.6476	553.2611	552.2548	551.0998	552.1146	554.0552	555.7304	558.1338	557.5966	554.4161	557.0425	554.7028	554.2654	552.6709	550.5796	543.5711	542.8599	541.8514	544.4098	545.7473	546.1529	549.7558	551.7113	551.7049	550.6964	550.673	552.1953	555.5435	555.7792	555.8259	555.6285	556.8089	556.1507	556.0446	559.6306	560	557.983	554.6327	555.4586	555.3864	557.6688	557.7155	558.242	555.1614	554.8832	553.0255	553.7643	554.5796	555.017	552.5626	552.8259	
 MFG_DPFC_R 	506.302	506.4398	508.5799	509.7615	509.628	508.5996	511.558	512.5098	511.9147	512.9365	510.698	511.4836	518.2276	515.8534	513.5667	512.8053	511.4333	510.1379	508.6849	509.7199	509.2254	508.2735	509.884	506.7309	503.7221	500.1619	503.6324	503.8315	504.0153	506.1575	505.8993	505.8337	505.9847	505.9847	509.8512	509.5514	512.9015	514.2232	512.8162	514.1488	513.5667	513.4114	514.4595	512.3129	512.14	512.8796	511.4092	512.674	514.3107	514.4508	514.698	514.6127	511.9409	512.8884	512.5711	512.6521	512.3654	510.7549	512.6171	511.5208	509.7287	507.8643	506.6652	501.4398	500.7812	499.779	502.4201	503.07	504.7921	505.5689	506.0197	507.4595	506.1357	506.1685	508.9781	508.0263	509.0744	506.8468	507.0832	508.5536	509.6258	511.8512	512.7549	512.0853	511.6937	512.5667	513.3698	512.849	512.2166	509.6455	511.1794	511.3742	508.1707	507.919	508.3217	509.4333	511.4004	511.2823	507.6455	509.0197	507.6455	508.0853	505.7921	502.6849	497.6127	496.0197	497.3085	497.6214	498.3961	500.7462	501.0284	503.0678	504.5689	507.6499	506.6193	507.7155	509.5777	508.2123	509.5274	510.5799	513.7834	514.3457	512.6893	514.477	515.0503	513.9694	512.7352	511.7221	511.8709	512.5405	512.6674	512.7133	512.3239	511.0284	512.1729	513.4158	514.1904	514.6433	514.0963	514.0591	515.1028	516.3195	515.965	517.4814	513.8337	512.8928	514.6652	514.7374	512.8249	513.5667	511.2101	511.9519	510.8074	510.814	511.7133	511.4705	512.0284	512.0985	510.4026	509.9168	509.2166	508.7068	507.6127	508.9912	510.8184	513.9803	514.7746	513.8162	510.1947	511.14	509.7877	508.0175	507.2254	505.4267	500.733	497.7046	497.2691	501.1969	502.7987	503.0328	506.3654	506.86	508.3523	506.7834	506.93	508.8884	511.7396	512.4114	512.6893	512.1488	513.3173	512.2495	512.8074	516.105	516.733	515.4792	511.9168	512.1094	512.3435	513.9694	513.5908	514.1007	512.2276	512.116	509.8512	510.14	511.3786	511.7396	509.6368	508.7505	
