Row,volume,FA,E1,E2,E3
SUPERIOR PARIETAL left,10130.579835778,0.445794403553009,0.00100731675047427,0.000623597938101739,0.000391117617255077
CINGULATE  left,5708.72883076454,0.354824602603912,0.000964676728472114,0.000654906558338553,0.000465227669337764
SUPERIOR FRONTAL  left,14090.7841647307,0.388197422027588,0.00100974598899484,0.000685954408254474,0.000443863769760355
MIDDLE FRONTAL  left,11281.6792273936,0.399288803339005,0.00102191546466202,0.000673248199746013,0.000436867587268353
INFERIOR FRONTAL  left,10460.9740255077,0.427792131900787,0.00105784379411489,0.000679200456943363,0.000418390147387981
PRECENTRAL  left,13965.5662754723,0.446138650178909,0.000992972869426012,0.00062382424948737,0.000375428091501817
POSTCENTRAL  left,7494.96956428072,0.460699498653412,0.000888732669409364,0.00054909783648327,0.000339886639267206
ANGULAR  left,2184.5241403137,0.408913195133209,0.000996280345134437,0.000629702350124717,0.000421800243202597
PRE-CUNEUS left,1848.09535351125,0.378766655921936,0.000802227004896849,0.000532459234818816,0.000374692608602345
CUNEUS left,2421.38207541678,0.392717242240906,0.000940292084123939,0.000593876524362713,0.000423985911766067
LINGUAL  left,3398.98680119252,0.383000046014786,0.00103124813176692,0.000678826123476028,0.000461416610050946
FUSIFORM  left,4913.67066643766,0.389704138040543,0.00095892243552953,0.000625128508545458,0.000431956606917083
PARAHIPPOCAMPAL  left,111.640045844761,0.427789330482483,0.00105885439552367,0.000646883738227189,0.000468731130240485
SUPERIOR OCCIPITAL  left,1750.03315108004,0.415852844715118,0.0010236477246508,0.00067509023938328,0.000417082075728104
INFERIOR OCCIPITAL left,1428.69085695931,0.374934643507004,0.000983648933470249,0.000649968162178993,0.000446430931333452
MIDDLE OCCIPITAL left,5416.05087273909,0.391176670789719,0.000997862895019352,0.000628229172434658,0.000442556192865595
ENTORHINAL AREA left,457.120728256252,0.307578235864639,0.00102926837280393,0.000735901936423033,0.000558527535758913
SUPERIOR TEMPORAL left,6936.76933505691,0.380302548408508,0.00100862118415534,0.000689164909999818,0.000453452841611579
INFERIOR TEMPORAL left,2691.43029441965,0.375809729099274,0.00112331670243293,0.00075849361019209,0.000508872792124748
MIDDLE TEMPORAL left,7015.21909700188,0.376391232013702,0.00107405066955835,0.000731857726350427,0.000481203518575057
LATERAL FRONTO-ORBITAL left,2409.3128812714,0.36911329627037,0.00108842295594513,0.000716918322723359,0.000505373755004257
MIDDLE FRONTO-ORBITAL left,782.9889701815,0.346294045448303,0.00111300079151988,0.000788538774941117,0.000552347220946103
SUPRAMARGINAL left,4575.73323036703,0.39492866396904,0.000987158855423331,0.000619131431449205,0.000439256109530106
RECTUSleft,1126.96100332482,0.336708933115005,0.00105275399982929,0.000779676949605346,0.000522093730978668
INSULA left,7875.14917986017,0.17574243247509,0.00115288211964071,0.000983341014944017,0.000842719164211303
AMYGDALA left,2054.78030325087,0.228068694472313,0.00105126353446394,0.000832767167594284,0.00067820685217157
HIPPOCAMPUS left,4316.24555624137,0.233945146203041,0.00121605349704623,0.000939439807552844,0.000777555513195693
CEREBELLUM left,42376.4492936959,0.204477474093437,0.00113232701551169,0.000910702219698578,0.000785115931648761
CorticospinalTract left,736.220842868154,0.513585090637207,0.00124254426918924,0.000659570330753922,0.00041309223161079
InferiorCerebellarPeduncle left,413.369899479251,0.517289876937866,0.00140351895242929,0.000733809603843838,0.000469805352622643
MedialLemniscus left,929.327949194227,0.582608461380005,0.00146193662658334,0.000655943993479013,0.000423443940235302
SuperiorCerebellarPeduncle left,769.411126767948,0.553548812866211,0.00177543587051332,0.000909809023141861,0.000566463510040194
CerebralPeduncle left,1185.79832478354,0.637475371360779,0.00155348156113178,0.000608876813203096,0.00040275405626744
AnteriorLimbInternalCapsule left,2465.13290419378,0.584065139293671,0.00128661736380309,0.000641244288999587,0.00031145557295531
PosteriorLimbInternalCapsule left,2496.8145388254,0.628235816955566,0.0013451959239319,0.000536334002390504,0.000315931538352743
PosteriorThalamicRadiation left,11284.6965259299,0.512659847736359,0.00127254007384181,0.000660214573144913,0.000419112999225035
AnteriorCoronaRadiata left,11993.761681971,0.429683774709702,0.00119835382793099,0.00074477557791397,0.000478029134683311
SuperiorCoronaRadiata left,10515.285399162,0.455806285142899,0.00109941035043448,0.000653564464300871,0.000406377512263134
PosteriorCoronaRadiata left,5530.70821712019,0.493403673171997,0.00116105377674103,0.000656157732009888,0.000398142117774114
Cingulum left,3131.955880726,0.451557666063309,0.00114941014908254,0.00067784998100251,0.000429899781011045
CingulumHippocampal left,1653.479597917,0.533033728599548,0.00122566905338317,0.000601478503085673,0.000384341401513666
FornixStriaTerminalis left,1116.40045844761,0.516331553459167,0.00138581998180598,0.000733620661776513,0.000441364099970087
SuperiorLongitudinalFasciculus left,8987.02369050327,0.449632465839386,0.00106322334613651,0.000690183136612177,0.000383213831810281
