Row,volume,FA,E1,E2,E3
SUPERIOR PARIETAL left,9937.47272945191,0.446163058280945,0.00103387050330639,0.000640582933556288,0.000385867228033021
CINGULATE  left,5870.15430245899,0.344150900840759,0.00100483780261129,0.000695777591317892,0.000491505139507353
SUPERIOR FRONTAL  left,14737.9947007766,0.402752637863159,0.00109774363227189,0.000718299357686192,0.000461425195680931
MIDDLE FRONTAL  left,10613.3476015932,0.399771362543106,0.00106557493563741,0.00068016053410247,0.000455453409813344
INFERIOR FRONTAL  left,11664.8761415094,0.427545309066772,0.00111314409878105,0.000707123486790806,0.000437838840298355
PRECENTRAL  left,14294.4518159339,0.44526019692421,0.00105900946073234,0.00064931355882436,0.000392445246689022
POSTCENTRAL  left,7793.68211937886,0.435381919145584,0.000946926302276552,0.000600355735514313,0.000371673406334594
ANGULAR  left,3486.48845874653,0.437796503305435,0.000977260526269674,0.000603712629526854,0.000373506016330793
PRE-CUNEUS left,1906.93267496997,0.352028012275696,0.000870146264787763,0.000593873206526041,0.000423254474299029
CUNEUS left,3702.22530409519,0.384402811527252,0.00096071109874174,0.000638649915345013,0.00042901310371235
LINGUAL  left,4756.77114254773,0.374315410852432,0.00109783315565437,0.000732326996512711,0.000499648333061486
FUSIFORM  left,5351.17895420767,0.34911173582077,0.0010827697115019,0.000775081804022193,0.000518982415087521
PARAHIPPOCAMPAL  left,137.287083403693,0.383496433496475,0.00118969462346286,0.000756586203351617,0.000567248149309307
SUPERIOR OCCIPITAL  left,1968.78729496504,0.415765762329102,0.0010128227295354,0.000673856993671507,0.000407740793889388
INFERIOR OCCIPITAL left,2134.73871446401,0.389715135097504,0.00103914109058678,0.000701708719134331,0.000449040351668373
MIDDLE OCCIPITAL left,6226.19552974769,0.399249136447906,0.00103373872116208,0.000657032534945756,0.00044702654122375
ENTORHINAL AREA left,182.546561448866,0.325548529624939,0.000967302941717207,0.000740134448278695,0.000499690242577344
SUPERIOR TEMPORAL left,9115.25887829793,0.381540358066559,0.00107970694079995,0.000740795279853046,0.000475158274639398
INFERIOR TEMPORAL left,4230.25254795554,0.391101509332657,0.00117445515934378,0.000783686875365674,0.00050921825459227
MIDDLE TEMPORAL left,8374.51208762525,0.392235308885574,0.00112782313954085,0.000749288185033947,0.000485180469695479
LATERAL FRONTO-ORBITAL left,2508.88373297078,0.360872060060501,0.00111159309744835,0.000751233834307641,0.000525396084412932
MIDDLE FRONTO-ORBITAL left,1342.69784867348,0.370485365390778,0.00103926297742873,0.000760014052502811,0.000482180126709864
SUPRAMARGINAL left,5153.54590007708,0.390298277139664,0.00100822595413774,0.000660024641547352,0.000439212744822726
